ticker,fecha,ret_1d,n_alcistas,sobre_sma200,golden_cross,momentum_pos,dias_rec,bucket
AAPL,2021-12-16,-3.926365521758901,3,True,True,True,11.0,Moderada(-3% a -5%)
AAPL,2022-04-26,-3.7328049553807863,1,False,True,False,2.0,Moderada(-3% a -5%)
AAPL,2022-04-29,-3.660466947441865,1,False,True,False,5.0,Moderada(-3% a -5%)
AAPL,2022-05-09,-3.3189244684061037,1,False,True,False,80.0,Moderada(-3% a -5%)
AAPL,2022-06-03,-3.8555947447823313,0,False,False,False,47.0,Moderada(-3% a -5%)
AAPL,2022-06-09,-3.595573015618536,0,False,False,False,35.0,Moderada(-3% a -5%)
AAPL,2022-06-10,-3.862870007975694,0,False,False,False,26.0,Moderada(-3% a -5%)
AAPL,2022-06-13,-3.8284713356131372,0,False,False,False,10.0,Moderada(-3% a -5%)
AAPL,2022-06-16,-3.9651515628652545,0,False,False,False,5.0,Moderada(-3% a -5%)
AAPL,2022-08-26,-3.7699235988746693,2,True,False,True,245.0,Moderada(-3% a -5%)
AAPL,2022-09-29,-4.911910098279693,1,False,True,False,26.0,Moderada(-3% a -5%)
AAPL,2022-09-30,-3.0039181683621075,1,False,True,False,4.0,Moderada(-3% a -5%)
AAPL,2022-10-07,-3.671850400980381,0,False,False,False,14.0,Moderada(-3% a -5%)
AAPL,2022-10-14,-3.2239918054999817,0,False,False,False,4.0,Moderada(-3% a -5%)
AAPL,2022-10-27,-3.046526960721818,1,False,False,True,1.0,Moderada(-3% a -5%)
AAPL,2022-11-02,-3.7305238021982934,0,False,False,False,15.0,Moderada(-3% a -5%)
AAPL,2022-11-03,-4.240463859546606,0,False,False,False,7.0,Moderada(-3% a -5%)
AAPL,2022-11-09,-3.3190213953794623,0,False,False,False,1.0,Moderada(-3% a -5%)
AAPL,2022-12-15,-4.685419382130618,0,False,False,False,42.0,Moderada(-3% a -5%)
AAPL,2022-12-28,-3.068520356904969,0,False,False,False,12.0,Moderada(-3% a -5%)
AAPL,2023-01-03,-3.740470541923868,0,False,False,False,6.0,Moderada(-3% a -5%)
AAPL,2023-08-04,-4.80200976001729,2,True,True,False,108.0,Moderada(-3% a -5%)
AAPL,2023-09-06,-3.579336598881666,3,True,True,True,71.0,Moderada(-3% a -5%)
AAPL,2024-01-02,-3.5786705177710765,2,True,True,False,20.0,Moderada(-3% a -5%)
AAPL,2024-03-21,-4.085738743755729,0,False,False,False,43.0,Moderada(-3% a -5%)
AAPL,2024-08-05,-4.816702160769748,2,True,True,False,8.0,Moderada(-3% a -5%)
AAPL,2025-01-16,-4.040017608687762,2,True,True,False,12.0,Moderada(-3% a -5%)
AAPL,2025-01-21,-3.191579433189151,2,True,True,False,7.0,Moderada(-3% a -5%)
AAPL,2025-02-03,-3.3855843717853884,2,True,True,False,9.0,Moderada(-3% a -5%)
AAPL,2025-03-10,-4.847958752014625,3,True,True,True,178.0,Moderada(-3% a -5%)
AAPL,2025-03-13,-3.3643635136884398,1,False,True,False,8.0,Moderada(-3% a -5%)
AAPL,2025-04-07,-3.673421827140677,0,False,False,False,2.0,Moderada(-3% a -5%)
AAPL,2025-04-08,-4.981834218551862,0,False,False,False,1.0,Moderada(-3% a -5%)
AAPL,2025-04-10,-4.23938616432078,0,False,False,False,4.0,Moderada(-3% a -5%)
AAPL,2025-04-16,-3.8933456206482586,0,False,False,False,7.0,Moderada(-3% a -5%)
AAPL,2025-05-02,-3.7361738907832676,1,False,False,True,62.0,Moderada(-3% a -5%)
AAPL,2025-05-05,-3.145845887412524,1,False,False,True,7.0,Moderada(-3% a -5%)
AAPL,2025-05-23,-3.024432937368582,0,False,False,False,10.0,Moderada(-3% a -5%)
AAPL,2025-09-10,-3.225954103271722,1,True,False,False,5.0,Moderada(-3% a -5%)
AAPL,2025-10-10,-3.452204809648318,3,True,True,True,10.0,Moderada(-3% a -5%)
AAPL,2026-01-20,-3.4555586545020445,2,True,True,False,7.0,Moderada(-3% a -5%)
AAPL,2026-02-12,-4.998173910671744,3,True,True,True,78.0,Moderada(-3% a -5%)
AAPL,2026-02-27,-3.213044438249635,3,True,True,True,52.0,Moderada(-3% a -5%)
AAPL,2026-06-09,-3.6446310408311478,2,True,True,False,inf,Moderada(-3% a -5%)
MSFT,2016-01-07,-3.4782724155014044,2,True,True,False,22.0,Moderada(-3% a -5%)
MSFT,2016-01-15,-3.991722897341876,2,True,True,False,14.0,Moderada(-3% a -5%)
MSFT,2016-02-02,-3.1255436525339686,2,True,True,False,43.0,Moderada(-3% a -5%)
MSFT,2016-02-05,-3.5384545730877015,2,True,True,False,12.0,Moderada(-3% a -5%)
MSFT,2016-06-24,-4.006939665752007,1,False,True,False,14.0,Moderada(-3% a -5%)
MSFT,2017-12-04,-3.7740118000167744,2,True,True,False,7.0,Moderada(-3% a -5%)
MSFT,2018-02-05,-4.1185658019828875,2,True,True,False,10.0,Moderada(-3% a -5%)
MSFT,2018-03-27,-4.595864784662962,2,True,True,False,20.0,Moderada(-3% a -5%)
MSFT,2018-04-02,-3.01302318920752,2,True,True,False,2.0,Moderada(-3% a -5%)
MSFT,2018-11-19,-3.3890572426988785,2,True,True,False,9.0,Moderada(-3% a -5%)
MSFT,2018-12-04,-3.184923604243528,3,True,True,True,84.0,Moderada(-3% a -5%)
MSFT,2018-12-07,-4.002189721286853,2,True,True,False,6.0,Moderada(-3% a -5%)
