ticker,fecha,tipo_activo,es_etf,ret_1d,zscore,vol_ratio,rsi_14,dias_consec,n_alcistas,spy_ret,idio_ret,es_sistematico,dist_low_52w,drop_norm_atr,mag_ord,ret_10d,target
XLE,2018-12-24,ETF,1,-4.046,-2.139,0.6526681841041281,17.916638168007623,6,0,-2.642301585203799,-1.4033320989575886,1,0.0,-5.478285507443807,2,15.528,1
XLK,2019-01-03,ETF,1,-5.047,-2.082,1.1029775712227583,35.66232655348237,0,0,-2.3862800555356056,-2.660465825908698,1,2.2041153735866374,-5.17586908658858,3,9.305,1
AAPL,2019-01-03,ACCION,0,-9.961,-3.256,1.8512884148043143,27.90344668197025,0,0,-2.3862800555356056,-7.574458360342351,1,0.0,-6.370422500374568,3,9.614,1
TSLA,2019-01-18,ACCION,0,-12.971,-3.197,3.085236578068591,39.2501366664189,0,1,1.3310133233008559,-14.302129437785915,0,20.63378005224429,-11.315308326337473,4,3.517,1
NVDA,2019-01-28,ACCION,0,-13.825,-2.729,3.3500779786483097,42.34004963960739,0,1,-0.7600084508134208,-13.064551269289014,0,8.600870154949043,-66.20555303240458,4,6.116,1
TSLA,2019-03-01,ACCION,0,-7.844,-2.075,3.0253760856719363,43.02011656372619,0,0,0.6243271532061501,-8.46789319643667,0,17.65245172052456,-11.101630968589564,3,-6.567,0
BAC,2019-03-20,ACCION,0,-3.406,-2.112,1.5594597989518066,46.32988376888146,1,2,-0.3010419475473203,-3.105375993326831,0,26.64411713559977,-7.371795087762787,2,0.698,0
JPM,2019-03-22,ACCION,0,-3.023,-2.625,2.2093269708344443,33.238934724550404,3,0,-1.9245650149423588,-1.0986847876669592,1,9.149257555895023,-2.2533515510378312,2,6.371,1
IWM,2019-03-22,ETF,1,-3.639,-3.215,1.7782631027352225,40.06332451103217,0,0,-1.9245650149423588,-1.7142609622902483,1,19.176095409954588,-1.8224213592777787,2,5.186,1
BAC,2019-03-22,ACCION,0,-4.152,-2.516,2.061028334379441,31.859524854701945,3,1,-1.9245650149423588,-2.2273071668388438,1,19.436395747285786,-8.207887302069077,2,7.664,1
TSLA,2019-04-04,ACCION,0,-8.235,-2.548,2.6287401923844143,41.82019957400725,0,0,0.26527982628208324,-8.500096065785613,0,6.872598044214085,-12.147454583983091,3,2.046,1
GS,2019-04-15,ACCION,0,-3.815,-2.878,1.980711322369957,52.51598917117074,0,0,-0.06547978221007611,-3.7499375232734944,0,28.376942218686008,-1.151027159506116,2,3.006,1
USO,2019-04-26,ETF,1,-3.252,-2.563,2.1052381135594818,51.22339177865595,2,2,0.46568445310772866,-3.7177139362352563,0,40.904200283515365,-1.8299208903135702,2,-1.91,0
NVDA,2019-04-26,ACCION,0,-4.719,-2.362,1.9015395899882668,44.11650784462907,1,1,0.46568445310772866,-5.184521772728012,0,40.284531258062096,-36.7009229443111,2,-5.205,0
GOOGL,2019-04-30,ACCION,0,-7.502,-5.266,4.297866847387614,43.47212018160323,0,2,0.051026729453629294,-7.552945052877569,0,21.762618454038815,-7.060818446656168,3,-6.18,0
USO,2019-05-02,ETF,1,-3.026,-2.379,2.0112123500897314,44.06901754531162,1,1,-0.2158950379291591,-2.8098278374493413,0,37.99784442913047,-1.517196798304521,2,2.496,1
NVDA,2019-05-13,ACCION,0,-6.143,-2.772,1.459126761126499,26.534796099189506,2,0,-2.5130254307572875,-3.62960245972842,1,24.81374360819191,-35.07622429519777,3,-9.542,0
BAC,2019-05-13,ACCION,0,-4.496,-3.187,1.3400556233820653,32.30627701503353,5,1,-2.5130254307572875,-1.9832368673482152,1,24.91962080601341,-9.060470080171998,2,-1.239,0
AAPL,2019-05-13,ACCION,0,-5.812,-3.926,1.8787178138404084,32.64630055172947,2,1,-2.5130254307572875,-3.2989372290288976,1,31.679324663600468,-4.064523163030273,3,-4.033,0
XLK,2019-05-13,ETF,1,-3.767,-4.11,1.718802106749727,29.908233376344967,0,2,-2.5130254307572875,-1.2543867376159423,1,27.64118598169272,-5.718477934184614,2,-0.3,0
META,2019-05-13,ACCION,0,-3.61,-2.427,0.92850941400092,44.77220457572659,5,3,-2.5130254307572875,-1.097471216649193,1,46.33241680950323,-0.6888787936106358,2,1.526,1
GS,2019-05-13,ACCION,0,-3.504,-2.528,1.3036938474443898,38.224100491657005,0,0,-2.5130254307572875,-0.991034585924544,1,25.20461545331339,-0.9714954698855216,2,-2.836,0
AMZN,2019-05-13,ACCION,0,-3.561,-2.913,1.2595732818184688,40.33684107916025,5,2,-2.5130254307572875,-1.047856530119573,1,35.62011567959948,-1.7108175365170677,2,0.754,0
IWM,2019-05-13,ETF,1,-3.186,-3.046,1.3416312101776,36.616580458403945,0,1,-2.5130254307572875,-0.673040902849209,1,20.7770958206722,-1.291061577633223,2,-1.345,0
QQQ,2019-05-13,ETF,1,-3.47,-4.129,1.8743922456296436,31.45671754014036,0,2,-2.5130254307572875,-0.9572608203127109,1,24.672432585890842,-1.1317420068311885,2,-0.61,0
TSLA,2019-05-17,ACCION,0,-7.577,-2.373,1.432719756674378,27.923604704036947,2,0,-0.6465251618880563,-6.930223629447851,0,0.0,-11.468346448468017,3,-15.192,0
AAPL,2019-05-20,ACCION,0,-3.127,-2.038,1.164418913125983,33.13666950361282,2,1,-0.6612005865562098,-2.465758055364309,0,29.814625775728214,-1.9180410363394165,2,-1.884,0
UNG,2019-05-22,ETF,1,-3.044,-2.227,1.6587016398227021,40.41211057281309,1,1,-0.3071258095571072,-2.7365465845120562,0,1.5711652596003804,-1.740663163157259,2,-8.963,0
USO,2019-05-23,ETF,1,-5.102,-3.432,1.6899844188684732,32.76730849962338,2,1,-1.2219011256375367,-3.8801367880823445,1,30.139937591306104,-1.984126275826677,3,-7.113,0
XLE,2019-05-23,ETF,1,-3.353,-2.872,1.5966472779121443,31.17745788677614,1,0,-1.2219011256375367,-2.1313850567141635,1,14.91731482448617,-8.362930998938797,2,-0.195,0
JNJ,2019-05-29,ACCION,0,-4.188,-4.824,3.231891563124511,29.034412896053425,1,1,-0.6710292641331161,-3.516602090468945,0,12.93628988301223,-2.0683192111603517,2,7.881,1
USO,2019-05-30,ETF,1,-3.922,-2.534,1.0893800135831828,29.780449036417878,0,1,0.2730859647740669,-4.1946509256570845,0,26.587731724125096,-1.441752043385781,2,-7.483,0
USO,2019-05-31,ETF,1,-5.612,-3.237,1.4939743400543726,23.256393803496792,1,1,-1.3475365802401273,-4.2647069109733255,1,19.483319989763142,-1.8392186485012423,3,-1.441,0
UNG,2019-05-31,ETF,1,-3.969,-2.651,1.4836023851076208,33.8531375510169,1,0,-1.3475365802401273,-2.6214453367548796,1,0.0,-1.9160607398728777,2,-2.898,0
MSFT,2019-06-03,ACCION,0,-3.105,-2.588,1.500973880866847,36.49744066354642,1,2,-0.254284770564428,-2.8504970413557595,0,28.33028935885109,-1.3627508439421772,2,10.856,1
GOOGL,2019-06-03,ACCION,0,-6.124,-3.426,2.855627109152802,23.984048189008988,1,1,-0.254284770564428,-5.869517830821824,0,5.491169233768507,-4.598393346271985,3,5.309,1
AMZN,2019-06-03,ACCION,0,-4.641,-3.194,1.9389546901704393,27.18732545210149,3,1,-0.254284770564428,-4.386662581469624,0,25.947946450954245,-2.2813257986916966,2,11.422,1
META,2019-06-03,ACCION,0,-7.505,-3.988,3.7485573367533758,27.86312079985838,1,2,-0.254284770564428,-7.251213333938244,0,32.315018097318365,-1.5201460127298552,3,15.145,1
USO,2019-06-12,ETF,1,-4.23,-2.151,1.2569927057912011,27.947740426720216,0,1,-0.17652251699594723,-4.053894475609599,0,14.531758740722847,-1.2196423304980961,2,15.508,1
UNG,2019-06-20,ETF,1,-3.59,-2.121,3.2624135252231534,26.57757874359612,3,0,0.9554523984415475,-4.545199900695152,0,0.0,-1.6553520843172596,2,10.0,1
MSFT,2019-06-25,ACCION,0,-3.157,-2.504,1.3217144525065754,56.962416073611855,0,3,-0.9807882587650196,-2.176431868804485,0,42.883086146363105,-1.4265319995530599,2,3.313,1
USO,2019-07-02,ETF,1,-4.723,-2.152,1.5457029841042382,47.69283044980877,0,1,0.260443996309756,-4.983570513558633,0,25.941871445728182,-1.7661269732534675,2,0.427,0
JNJ,2019-07-12,ACCION,0,-4.147,-3.716,2.566109789336272,34.57499633876185,2,1,0.44770634908268825,-4.594463600571319,0,10.807360228675849,-2.161990754370466,2,-2.658,0
TSLA,2019-07-25,ACCION,0,-13.614,-4.11,2.5484086584259598,43.546301906211525,0,1,-0.4776991859726909,-13.136008924662312,0,27.85384339379337,-23.41999014233287,4,4.143,1
GS,2019-08-01,ACCION,0,-3.875,-2.78,1.228037543924912,49.48518054542679,1,3,-0.8707989501956614,-3.0041729214976054,0,36.49642393415377,-1.1276173673527616,2,-7.287,0
BAC,2019-08-01,ACCION,0,-3.879,-2.609,1.6470084381092895,48.81182391732209,1,3,-0.8707989501956614,-3.0079633543210416,0,31.107396413719922,-7.626782243029765,2,-10.987,0
USO,2019-08-01,ETF,1,-6.063,-2.601,2.1983492923627193,39.6956224295009,1,0,-0.8707989501956614,-5.192320190578625,0,21.743815565751124,-2.196782332082029,3,0.354,0
NVDA,2019-08-05,ACCION,0,-6.452,-2.538,1.5161495366545974,33.180611576594686,3,0,-3.0073484881824597,-3.4446531883649993,1,18.91543322231684,-46.12821704144565,3,13.257,1
AAPL,2019-08-05,ACCION,0,-5.235,-3.029,2.0036698061687623,36.55962478175963,2,2,-3.0073484881824597,-2.2274476290873646,1,37.08207013428844,-4.383765186351198,3,9.211,1
WMT,2019-08-05,ACCION,0,-3.272,-3.904,1.665775465789989,24.842607434965046,0,2,-3.0073484881824597,-0.2650725106300045,1,24.62657533450464,-6.333890527026878,2,8.08,1
IWM,2019-08-05,ETF,1,-3.002,-2.689,2.053110825531514,33.87438247278989,3,1,-3.0073484881824597,0.005631098540537227,1,18.301268222018482,-1.2366130791208907,2,1.439,1
MSFT,2019-08-05,ACCION,0,-3.426,-2.599,1.6706332364943182,37.344533293765444,1,2,-3.0073484881824597,-0.4184973429978145,1,41.576677267644975,-1.2757458142691989,2,5.038,1
XLF,2019-08-05,ETF,1,-3.333,-3.243,1.9267811927751028,31.749206624257965,5,2,-3.0073484881824597,-0.3259903396611086,1,20.81053459936978,-9.170405692042994,2,0.6,0
XLK,2019-08-05,ETF,1,-4.175,-3.263,2.38206563936273,29.336992281676515,5,2,-3.0073484881824597,-1.1671914780068122,1,32.35552579259499,-6.408773082207435,2,4.911,1
XLC,2019-08-05,ETF,1,-3.237,-2.734,1.979284968693027,36.46693727870367,5,2,-3.0073484881824597,-0.22939207481648127,1,24.792893111646933,-3.8706369543239294,2,2.209,1
BAC,2019-08-05,ACCION,0,-4.425,-2.736,1.879679651634536,36.75270558446984,3,2,-3.0073484881824597,-1.4174066414194049,1,24.838804358861253,-7.42477727603115,2,-2.885,0
QQQ,2019-08-05,ETF,1,-3.534,-3.002,2.5713459406041017,29.799554606872775,5,2,-3.0073484881824597,-0.5261551929023778,1,26.45235774448774,-1.1998631291387991,2,4.261,1
META,2019-08-05,ACCION,0,-3.857,-2.024,1.308711602119747,30.784706804559377,3,2,-3.0073484881824597,-0.8493984451296122,1,46.485562997111714,-0.6817095713157992,2,2.443,1
GS,2019-08-05,ACCION,0,-3.673,-2.448,1.0760995147500578,37.49557852238805,3,2,-3.0073484881824597,-0.6655594041803381,1,30.097316080378988,-0.9739786363314973,2,0.258,0
AMZN,2019-08-05,ACCION,0,-3.187,-2.101,1.5977024225833505,23.77041283871671,7,2,-3.0073484881824597,-0.17983722256673662,1,31.33799043027434,-1.5653614501105957,2,2.889,1
SPY,2019-08-05,ETF,1,-3.007,-3.541,2.8157397839771856,27.953594149643763,5,2,-3.0073484881824597,0.0,1,22.239709736538945,-0.9475952286957351,2,2.998,1
XLK,2019-08-14,ETF,1,-3.073,-2.397,1.5406110465811733,41.99284128251018,0,2,-2.956781221527749,-0.11628886978081177,1,34.469720567993264,-3.433218987083503,2,1.598,1
TSLA,2019-08-14,ACCION,0,-6.545,-2.122,1.2438029992735615,39.86975293920735,0,0,-2.956781221527749,-3.587906038538202,1,22.713305643898444,-10.731507409265827,3,-1.835,0
XLC,2019-08-14,ETF,1,-3.553,-2.938,1.399404758229341,39.15138576611472,0,2,-2.956781221527749,-0.5967105215506918,1,23.787939337358726,-3.385183557549624,2,1.644,1
XOM,2019-08-14,ACCION,0,-4.029,-3.1,1.479199874572108,30.43493835761649,0,0,-2.956781221527749,-1.0722102379828624,1,6.923092510813081,-3.6702198012793237,2,0.044,0
GS,2019-08-14,ACCION,0,-4.189,-2.633,1.2842354169806394,34.691092609930934,0,1,-2.956781221527749,-1.232121948719445,1,26.149522640298173,-0.8642255815514661,2,2.485,1
BAC,2019-08-14,ACCION,0,-4.69,-2.788,1.8061543826461477,29.959745316410178,0,1,-2.956781221527749,-1.7329635699239616,1,17.45874491253431,-6.162194784151656,2,1.628,1
XLF,2019-08-14,ETF,1,-3.706,-3.201,1.644058781780466,33.718348321591904,0,1,-2.956781221527749,-0.7496620894651418,1,17.640839426347917,-7.075395963549279,2,1.732,1
META,2019-08-14,ACCION,0,-4.638,-2.391,1.075840136405764,35.807431576966295,0,2,-2.956781221527749,-1.6810656674473567,1,44.85733476623803,-0.7968363056477771,2,1.141,1
JPM,2019-08-14,ACCION,0,-4.152,-3.153,1.6532723542239371,32.84806472331786,0,1,-2.956781221527749,-1.1953717395363443,1,16.359008251616892,-1.8625178982598396,2,1.908,1
AMZN,2019-08-14,ACCION,0,-3.365,-2.23,1.2304025283896978,34.68507163869542,0,2,-2.956781221527749,-0.4077233638288047,1,31.1765308291219,-1.4277118335791803,2,0.073,0
MSFT,2019-08-14,ACCION,0,-3.011,-2.251,1.157540742375095,45.23610448894719,0,2,-2.956781221527749,-0.054670400245016015,1,43.94982010241327,-0.9138535926406457,2,1.179,1
DIA,2019-08-14,ETF,1,-3.074,-3.375,1.6866246930853326,34.39701105501592,0,2,-2.956781221527749,-0.11725966407595267,1,18.35038523677418,-0.7664969197634218,2,2.351,1
XLE,2019-08-14,ETF,1,-3.919,-2.848,1.4974239549082888,29.251503830657597,0,0,-2.956781221527749,-0.9624522076248865,1,6.974594959595261,-7.357516523186218,2,0.035,0
QQQ,2019-08-23,ETF,1,-3.165,-2.541,1.445777407188808,41.445876602792715,1,2,-2.5687148298433216,-0.5958564757975071,1,27.389933321778653,-0.8779829333471058,2,5.009,1
IWM,2019-08-23,ETF,1,-3.066,-2.612,1.6256573046552119,38.55583714514117,1,1,-2.5687148298433216,-0.4973784822776661,1,16.246974998912336,-1.1872287463324622,2,4.456,1
AAPL,2019-08-23,ACCION,0,-4.622,-2.799,1.3453786553541216,47.55444929018202,1,2,-2.5687148298433216,-2.053339704758972,1,44.22185657355744,-3.459347957502309,2,5.69,1
MSFT,2019-08-23,ACCION,0,-3.186,-2.231,1.3962093947895675,43.964447745801515,1,2,-2.5687148298433216,-0.617526314213046,1,43.31591930494707,-1.0656742043247507,2,3.096,1
NVDA,2019-08-23,ACCION,0,-5.272,-2.012,1.2995579193383524,49.98424746885605,0,2,-2.5687148298433216,-2.7030618694915076,1,28.102786267271966,-32.39440888847628,3,11.228,1
XLE,2019-08-23,ETF,1,-3.351,-2.45,1.3817751997819403,33.21268127385957,1,0,-2.5687148298433216,-0.7818806440636039,1,5.708947593737081,-7.054554253957261,2,7.595,1
XLK,2019-08-23,ETF,1,-3.308,-2.45,1.2644195768738826,43.399074223523286,1,2,-2.5687148298433216,-0.7391459591929772,1,34.83665827167321,-4.099458443457807,2,4.821,1
SLV,2019-09-05,ETF,1,-5.071,-3.779,1.9735685853023177,64.06341782934432,0,3,1.2855538648977483,-6.356438801856445,0,32.39543994266642,-12.954812105533021,3,-4.538,0
SLV,2019-09-06,ETF,1,-3.102,-2.272,2.3361584913656106,55.63761392750746,1,3,0.0771738307625558,-3.1788338704608288,0,28.288983487582016,-7.118560241622356,2,-0.415,0
SLV,2019-09-13,ETF,1,-3.605,-2.419,1.4203528981348155,46.59059648560219,1,3,-0.06637918433141099,-3.538825352317587,0,24.030417787687306,-7.861814317454261,2,0.307,0
TSLA,2019-09-24,ACCION,0,-7.47,-2.49,2.1377290142634107,41.101438617642465,0,1,-0.7846961682881792,-6.68535696516217,0,24.71923502920531,-14.568277416630163,3,7.544,1
SLV,2019-09-25,ETF,1,-4.186,-2.498,0.9573557369638579,49.95634362295437,1,2,0.5915051684067585,-4.777293168581309,0,27.07224007007441,-9.983132119529644,2,-0.658,0
JNJ,2019-10-18,ACCION,0,-6.22,-4.714,3.103969609086557,42.41673601258712,0,0,-0.43771134614001284,-5.782456310649553,0,6.151389197218869,-2.508194177854506,3,2.741,1
META,2019-10-22,ACCION,0,-3.91,-2.227,1.5280104486833563,47.33839584822643,0,3,-0.326654263389925,-3.5835403106526442,0,46.97727355491164,-0.8979435194355193,2,6.57,1
UNG,2019-11-11,ETF,1,-5.533,-2.659,1.2432659943766187,49.75342443149739,0,1,-0.19099413328489412,-5.3418827627105365,0,15.08287008121406,-1.881930400731574,3,-4.801,0
UNG,2019-11-18,ETF,1,-4.422,-2.055,1.207089652673194,43.34530384642989,0,1,0.07374403675763919,-4.4959992664797666,0,11.04972352402569,-1.4546893037499382,2,-7.065,0
TSLA,2019-11-22,ACCION,0,-6.141,-2.026,1.9201017947817656,56.68073232569139,0,3,0.22239184056491723,-6.363355299729889,0,86.08707009218915,-8.671931142472609,3,1.949,1
UNG,2019-11-29,ETF,1,-7.135,-2.895,1.76211787125869,30.80571311244718,3,0,-0.37084893200968194,-6.764571822128119,0,0.0,-2.462916582123006,3,-0.841,0
USO,2020-01-08,ETF,1,-3.58,-2.544,3.699813103534043,51.17946636982269,2,3,0.5329728725978367,-4.1125636032322,0,18.984957132609754,-1.8811663429825058,2,-7.899,0
NVDA,2020-01-27,ACCION,0,-4.104,-2.636,1.6690503351324355,50.22163121812335,1,3,-1.6029557057581467,-2.501145401023919,1,83.23559740709942,-26.412749007104495,2,9.48,1
SLV,2020-01-28,ETF,1,-3.375,-2.991,1.983782221480209,43.260700160225404,1,2,1.0479364943674518,-4.422712784611493,0,21.24814003396526,-13.271601254153605,2,0.98,0
META,2020-01-30,ACCION,0,-6.137,-4.574,3.087499568767295,44.00070930282647,0,3,0.3245280581977372,-6.461700299551487,0,30.92352485958074,-1.3355146959018631,3,1.723,1
META,2020-01-31,ACCION,0,-3.637,-2.548,1.8709064469219583,36.68392787023015,1,2,-1.815800269020329,-1.8208950211898722,1,26.16223519723519,-0.7243103591855262,2,6.077,1
AAPL,2020-01-31,ACCION,0,-4.434,-3.689,1.4261968137368743,52.96173326277109,1,3,-1.815800269020329,-2.618045161596916,1,88.66227855688459,-2.6692974902348463,2,5.238,1
XOM,2020-01-31,ACCION,0,-4.121,-3.333,1.9777978092030777,22.012096396569902,0,0,-1.815800269020329,-2.3052074463631556,1,0.0,-5.029745352072802,2,-0.965,0
XLE,2020-01-31,ETF,1,-3.118,-2.843,1.982037424551936,22.22290802993767,0,1,-1.815800269020329,-1.3024232313177064,1,0.41794671116683446,-8.289224089735944,2,2.133,1
NVDA,2020-01-31,ACCION,0,-3.816,-2.329,1.2582466070956657,45.20519526240272,0,2,-1.815800269020329,-2.0001572081724484,1,77.03590276283595,-21.677432312109502,2,22.569,1
TSLA,2020-02-05,ACCION,0,-17.176,-3.949,1.9052471630097867,66.41284052340396,0,3,1.1548259102712732,-18.330665389549996,0,310.5157506940543,-4.317966245616286,4,22.419,1
