ticker,ret,dias,bucket,recuperado
XLK,-2.300737938871167,35.0,Leve (-1% a -3%),True
XLK,-1.2546844378615973,29.0,Leve (-1% a -3%),True
XLK,-1.3798409055596927,22.0,Leve (-1% a -3%),True
XLK,-2.5937345608625817,4.0,Leve (-1% a -3%),True
XLK,-2.4362129835598156,7.0,Leve (-1% a -3%),True
XLK,-2.198279245632895,23.0,Leve (-1% a -3%),True
XLK,-1.4325736593416738,6.0,Leve (-1% a -3%),True
XLK,-1.5900944636447978,7.0,Leve (-1% a -3%),True
XLK,-2.4815577728641625,11.0,Leve (-1% a -3%),True
XLK,-1.354577006160429,5.0,Leve (-1% a -3%),True
XLK,-1.387549330207083,1.0,Leve (-1% a -3%),True
XLK,-1.3295106554123803,26.0,Leve (-1% a -3%),True
XLK,-1.2716249648834999,7.0,Leve (-1% a -3%),True
XLK,-2.0062726726647884,15.0,Leve (-1% a -3%),True
XLK,-2.180612645716873,7.0,Leve (-1% a -3%),True
XLK,-1.042094518183867,25.0,Leve (-1% a -3%),True
XLK,-1.3474180082934217,1.0,Leve (-1% a -3%),True
XLK,-2.7090903000807076,111.0,Leve (-1% a -3%),True
XLK,-1.4305789640761568,81.0,Leve (-1% a -3%),True
XLK,-1.2958392476179914,77.0,Leve (-1% a -3%),True
XLK,-2.7756483334169246,67.0,Leve (-1% a -3%),True
XLK,-1.8990962373421794,1.0,Leve (-1% a -3%),True
XLK,-1.5225293106569615,6.0,Leve (-1% a -3%),True
XLK,-2.2303659872964676,47.0,Leve (-1% a -3%),True
XLK,-2.4254082203612137,34.0,Leve (-1% a -3%),True
XLK,-2.0331386714167343,1.0,Leve (-1% a -3%),True
XLK,-2.5821859051313067,2.0,Leve (-1% a -3%),True
XLK,-1.8787165610478884,13.0,Leve (-1% a -3%),True
XLK,-1.103166223028751,4.0,Leve (-1% a -3%),True
XLK,-1.4016556866424223,3.0,Leve (-1% a -3%),True
XLK,-2.158015471041075,5.0,Leve (-1% a -3%),True
XLK,-1.7463423772838826,9.0,Leve (-1% a -3%),True
XLK,-1.5344853689847504,12.0,Leve (-1% a -3%),True
XLK,-1.0097292950388193,2.0,Leve (-1% a -3%),True
XLK,-1.283439170563483,6.0,Leve (-1% a -3%),True
XLK,-1.2297395837892688,168.0,Leve (-1% a -3%),True
XLK,-2.639863333082637,163.0,Leve (-1% a -3%),True
XLK,-2.0095459082483225,4.0,Leve (-1% a -3%),True
XLK,-2.4938875916574954,25.0,Leve (-1% a -3%),True
XLK,-1.565161003099802,15.0,Leve (-1% a -3%),True
XLK,-1.6252954158154642,8.0,Leve (-1% a -3%),True
XLK,-2.8924833609977885,46.0,Leve (-1% a -3%),True
XLK,-2.223626334350748,2.0,Leve (-1% a -3%),True
XLK,-1.562819144693528,4.0,Leve (-1% a -3%),True
XLK,-1.2151807214841548,13.0,Leve (-1% a -3%),True
XLK,-2.595792624897175,6.0,Leve (-1% a -3%),True
XLK,-1.5814525944041424,76.0,Leve (-1% a -3%),True
XLK,-2.035800538814947,74.0,Leve (-1% a -3%),True
XLK,-2.189171005234891,69.0,Leve (-1% a -3%),True
XLK,-2.787169863584049,5.0,Leve (-1% a -3%),True
XLK,-1.8027693101037356,1.0,Leve (-1% a -3%),True
XLK,-2.6299184007090415,13.0,Leve (-1% a -3%),True
XLK,-1.6751855795642423,2.0,Leve (-1% a -3%),True
XLK,-1.3985012174349998,46.0,Leve (-1% a -3%),True
XLK,-1.595632820156112,40.0,Leve (-1% a -3%),True
XLK,-1.461941852318549,1.0,Leve (-1% a -3%),True
XLK,-2.06163679776028,5.0,Leve (-1% a -3%),True
XLK,-1.8443304465908805,27.0,Leve (-1% a -3%),True
XLK,-1.1322886194034099,21.0,Leve (-1% a -3%),True
XLK,-2.2682891135763605,19.0,Leve (-1% a -3%),True
XLK,-1.94717119324882,4.0,Leve (-1% a -3%),True
XLK,-1.8626833459452485,1.0,Leve (-1% a -3%),True
XLK,-1.4232399595930145,1.0,Leve (-1% a -3%),True
XLK,-1.693965931763941,3.0,Leve (-1% a -3%),True
XLK,-1.5066381049044342,2.0,Leve (-1% a -3%),True
XLK,-1.8050169878351285,7.0,Leve (-1% a -3%),True
XLK,-1.077949594745209,2.0,Leve (-1% a -3%),True
XLK,-1.5593933777802604,inf,Leve (-1% a -3%),False
XLK,-1.8514434460441431,3.0,Leve (-1% a -3%),True
XLK,-2.2902026286443555,1.0,Leve (-1% a -3%),True
XLK,-2.7895046832526194,6.0,Leve (-1% a -3%),True
XLV,-1.0741672415825687,1.0,Leve (-1% a -3%),True
XLV,-1.4407099689319303,20.0,Leve (-1% a -3%),True
XLV,-1.563157333299947,6.0,Leve (-1% a -3%),True
XLV,-1.2548118874794456,1.0,Leve (-1% a -3%),True
XLV,-1.175104975978769,1.0,Leve (-1% a -3%),True
XLV,-1.9631864276865807,10.0,Leve (-1% a -3%),True
XLV,-1.1134449971352045,2.0,Leve (-1% a -3%),True
XLV,-1.8233763909493605,16.0,Leve (-1% a -3%),True
XLV,-1.7349223764998367,10.0,Leve (-1% a -3%),True
XLV,-1.0068725763653918,7.0,Leve (-1% a -3%),True
XLV,-1.8147907196627955,21.0,Leve (-1% a -3%),True
XLV,-1.4024545029890922,4.0,Leve (-1% a -3%),True
XLV,-1.2578203619246664,3.0,Leve (-1% a -3%),True
XLV,-1.0136134608033531,1.0,Leve (-1% a -3%),True
XLV,-1.2339415580926771,6.0,Leve (-1% a -3%),True
XLV,-1.0071967763022993,20.0,Leve (-1% a -3%),True
XLV,-2.447687230617346,15.0,Leve (-1% a -3%),True
XLV,-1.7161646021396693,2.0,Leve (-1% a -3%),True
XLV,-2.50095984703268,12.0,Leve (-1% a -3%),True
XLV,-2.1781310745044635,573.0,Leve (-1% a -3%),True
XLV,-2.324358226625778,335.0,Leve (-1% a -3%),True
XLV,-1.0050772284851073,1.0,Leve (-1% a -3%),True
XLV,-1.8245374576886575,17.0,Leve (-1% a -3%),True
XLV,-2.62446971882645,7.0,Leve (-1% a -3%),True
XLV,-1.2508853387122487,4.0,Leve (-1% a -3%),True
XLV,-1.543883698288595,2.0,Leve (-1% a -3%),True
XLV,-1.5261894868026205,45.0,Leve (-1% a -3%),True
XLV,-1.3256396479125243,37.0,Leve (-1% a -3%),True
XLV,-1.0220259672854337,22.0,Leve (-1% a -3%),True
XLV,-2.7341930065623576,20.0,Leve (-1% a -3%),True
XLV,-2.3513866491876034,6.0,Leve (-1% a -3%),True
XLV,-1.2533146053318012,2.0,Leve (-1% a -3%),True
XLV,-1.571233641067915,7.0,Leve (-1% a -3%),True
XLV,-1.7331561640110293,6.0,Leve (-1% a -3%),True
XLV,-1.6777132253353533,12.0,Leve (-1% a -3%),True
XLV,-1.3594277067752847,1.0,Leve (-1% a -3%),True
XLV,-2.189697026189452,1.0,Leve (-1% a -3%),True
XLV,-1.0064701836113743,6.0,Leve (-1% a -3%),True
XLV,-1.4716602670640122,4.0,Leve (-1% a -3%),True
XLV,-1.0742284964236126,6.0,Leve (-1% a -3%),True
XLV,-1.4498208889630493,4.0,Leve (-1% a -3%),True
XLV,-1.804800801159434,109.0,Leve (-1% a -3%),True
XLV,-2.0286404836086125,90.0,Leve (-1% a -3%),True
XLV,-1.5059229085077397,87.0,Leve (-1% a -3%),True
XLV,-1.1908406674768446,1.0,Leve (-1% a -3%),True
XLV,-2.9674987441539513,58.0,Leve (-1% a -3%),True
XLV,-1.4007848499124398,7.0,Leve (-1% a -3%),True
XLV,-1.1368897470510841,35.0,Leve (-1% a -3%),True
XLV,-2.3297643729398687,28.0,Leve (-1% a -3%),True
XLV,-1.4420871423241333,20.0,Leve (-1% a -3%),True
XLV,-1.9488578341470109,12.0,Leve (-1% a -3%),True
XLV,-1.3664452976482666,2.0,Leve (-1% a -3%),True
XLV,-1.6108896140714313,5.0,Leve (-1% a -3%),True
XLV,-1.589888678280793,1.0,Leve (-1% a -3%),True
XLV,-1.2214766021198198,3.0,Leve (-1% a -3%),True
XLV,-1.552024356411097,17.0,Leve (-1% a -3%),True
XLV,-1.162764817476658,4.0,Leve (-1% a -3%),True
XLV,-1.297420742095523,1.0,Leve (-1% a -3%),True
XLV,-1.0951683665559542,11.0,Leve (-1% a -3%),True
XLV,-1.5655819065592547,28.0,Leve (-1% a -3%),True
XLV,-1.2046350744571388,14.0,Leve (-1% a -3%),True
XLV,-1.0416466313719508,7.0,Leve (-1% a -3%),True
XLV,-1.038236706197826,6.0,Leve (-1% a -3%),True
XLV,-2.8999292031278934,6.0,Leve (-1% a -3%),True
XLV,-1.3418260629818435,1.0,Leve (-1% a -3%),True
XLV,-1.568827869985967,181.0,Leve (-1% a -3%),True
XLV,-2.0008279737987134,12.0,Leve (-1% a -3%),True
XLV,-1.3366569661037997,8.0,Leve (-1% a -3%),True
XLV,-1.1626857715860694,141.0,Leve (-1% a -3%),True
XLV,-1.7616503445450626,138.0,Leve (-1% a -3%),True
XLV,-2.5069250490243555,125.0,Leve (-1% a -3%),True
XLV,-2.1650940981341793,12.0,Leve (-1% a -3%),True
XLV,-1.4952693202341716,59.0,Leve (-1% a -3%),True
XLV,-1.0645652926649873,47.0,Leve (-1% a -3%),True
XLV,-1.4438570615333823,42.0,Leve (-1% a -3%),True
XLV,-1.0069937874728874,26.0,Leve (-1% a -3%),True
XLV,-1.0909043971718324,6.0,Leve (-1% a -3%),True
XLV,-1.3115863871255518,6.0,Leve (-1% a -3%),True
XLV,-1.2899178654105836,8.0,Leve (-1% a -3%),True
XLV,-1.2473262789899686,18.0,Leve (-1% a -3%),True
XLV,-1.2476407065671657,11.0,Leve (-1% a -3%),True
XLV,-1.0000492378950065,35.0,Leve (-1% a -3%),True
XLV,-1.0713383200107174,29.0,Leve (-1% a -3%),True
XLV,-1.2244634303350432,7.0,Leve (-1% a -3%),True
XLV,-1.012158485646475,1.0,Leve (-1% a -3%),True
XLV,-2.10316427795344,198.0,Leve (-1% a -3%),True
XLV,-1.4210984203234411,175.0,Leve (-1% a -3%),True
XLV,-1.4070149599409776,172.0,Leve (-1% a -3%),True
XLV,-1.1005521811551011,6.0,Leve (-1% a -3%),True
XLV,-1.0415372409150248,10.0,Leve (-1% a -3%),True
XLV,-1.602137085473987,9.0,Leve (-1% a -3%),True
XLV,-1.5925702987505286,4.0,Leve (-1% a -3%),True
XLV,-1.616081607325448,87.0,Leve (-1% a -3%),True
XLV,-2.8769205999839897,76.0,Leve (-1% a -3%),True
XLV,-2.0771865620706986,6.0,Leve (-1% a -3%),True
XLV,-1.180566961064955,2.0,Leve (-1% a -3%),True
XLV,-2.2727055525041506,2.0,Leve (-1% a -3%),True
XLV,-2.406833566688371,4.0,Leve (-1% a -3%),True
XLV,-1.5322141536112666,14.0,Leve (-1% a -3%),True
XLV,-1.374332692355118,9.0,Leve (-1% a -3%),True
XLV,-1.2921704768150688,20.0,Leve (-1% a -3%),True
XLV,-1.024857216387176,1.0,Leve (-1% a -3%),True
XLV,-1.0921285234009037,1.0,Leve (-1% a -3%),True
XLV,-2.362030724555597,51.0,Leve (-1% a -3%),True
XLV,-2.701237187542316,5.0,Leve (-1% a -3%),True
XLV,-1.134808850129021,41.0,Leve (-1% a -3%),True
XLV,-1.1309322337368477,4.0,Leve (-1% a -3%),True
XLV,-1.3555526956084862,16.0,Leve (-1% a -3%),True
XLV,-1.2711618399613323,9.0,Leve (-1% a -3%),True
XLV,-2.2324796688166892,211.0,Leve (-1% a -3%),True
XLV,-2.550292016958511,70.0,Leve (-1% a -3%),True
XLV,-1.989675953017267,31.0,Leve (-1% a -3%),True
XLV,-1.3073911293600693,12.0,Leve (-1% a -3%),True
XLV,-1.4068404600795503,7.0,Leve (-1% a -3%),True
XLV,-1.242218534575945,5.0,Leve (-1% a -3%),True
XLV,-2.3947503347728993,2.0,Leve (-1% a -3%),True
XLV,-1.5142765678181291,6.0,Leve (-1% a -3%),True
XLV,-2.0305243548187635,1.0,Leve (-1% a -3%),True
XLV,-1.1046804427926715,1.0,Leve (-1% a -3%),True
XLV,-1.135836011217639,2.0,Leve (-1% a -3%),True
XLV,-1.1016883847085435,5.0,Leve (-1% a -3%),True
XLV,-1.3555501588026542,107.0,Leve (-1% a -3%),True
XLV,-1.462234743086488,7.0,Leve (-1% a -3%),True
XLV,-1.820182321171726,88.0,Leve (-1% a -3%),True
XLV,-1.231310474384395,68.0,Leve (-1% a -3%),True
XLV,-2.0516980076399904,20.0,Leve (-1% a -3%),True
XLV,-2.875933761332139,9.0,Leve (-1% a -3%),True
XLV,-1.9201290276274263,31.0,Leve (-1% a -3%),True
XLV,-1.878319565434483,8.0,Leve (-1% a -3%),True
XLV,-1.4291722399769724,8.0,Leve (-1% a -3%),True
XLV,-1.2599925272271828,5.0,Leve (-1% a -3%),True
XLV,-1.1125102183707103,109.0,Leve (-1% a -3%),True
XLV,-1.035350068178842,96.0,Leve (-1% a -3%),True
XLV,-2.350332435679059,3.0,Leve (-1% a -3%),True
XLV,-2.7810918196449097,36.0,Leve (-1% a -3%),True
XLV,-2.3112341705912143,13.0,Leve (-1% a -3%),True
XLV,-1.4565873831507203,2.0,Leve (-1% a -3%),True
XLV,-1.9035890231523411,3.0,Leve (-1% a -3%),True
XLV,-1.6698767373368284,18.0,Leve (-1% a -3%),True
XLV,-1.996864943484289,4.0,Leve (-1% a -3%),True
XLV,-1.289698044151566,3.0,Leve (-1% a -3%),True
XLV,-2.4857948547069575,1.0,Leve (-1% a -3%),True
XLV,-2.320191334402122,43.0,Leve (-1% a -3%),True
XLV,-2.0483173900241347,7.0,Leve (-1% a -3%),True
XLV,-2.141635363109018,3.0,Leve (-1% a -3%),True
XLV,-2.018120419179814,30.0,Leve (-1% a -3%),True
XLV,-1.905133093475786,4.0,Leve (-1% a -3%),True
XLV,-1.5229491618383828,6.0,Leve (-1% a -3%),True
XLV,-1.0845614225712397,1.0,Leve (-1% a -3%),True
XLV,-1.2049654223020734,9.0,Leve (-1% a -3%),True
XLV,-1.0392913165911621,36.0,Leve (-1% a -3%),True
XLV,-2.6103525161454644,7.0,Leve (-1% a -3%),True
XLV,-1.215656613807059,4.0,Leve (-1% a -3%),True
XLV,-1.1009866436059945,5.0,Leve (-1% a -3%),True
XLV,-2.7229661107700753,39.0,Leve (-1% a -3%),True
XLV,-1.6461643669854809,1.0,Leve (-1% a -3%),True
XLV,-1.5311886992802837,4.0,Leve (-1% a -3%),True
XLV,-1.847366435783171,9.0,Leve (-1% a -3%),True
XLV,-1.029527166059363,2.0,Leve (-1% a -3%),True
XLV,-1.3264314107134911,1.0,Leve (-1% a -3%),True
XLV,-1.5845068655504613,16.0,Leve (-1% a -3%),True
XLV,-1.1129700581588575,9.0,Leve (-1% a -3%),True
XLV,-1.8615196891073271,14.0,Leve (-1% a -3%),True
XLV,-1.0005590572210177,10.0,Leve (-1% a -3%),True
XLV,-1.0853018491810529,8.0,Leve (-1% a -3%),True
XLV,-1.2088764962550624,31.0,Leve (-1% a -3%),True
XLV,-1.0022903253100846,18.0,Leve (-1% a -3%),True
XLV,-1.2659443030026085,8.0,Leve (-1% a -3%),True
XLV,-1.344496390880967,1.0,Leve (-1% a -3%),True
XLV,-1.0114820455288442,3.0,Leve (-1% a -3%),True
XLV,-1.0786332541766308,9.0,Leve (-1% a -3%),True
XLV,-1.6423901794445528,9.0,Leve (-1% a -3%),True
XLV,-1.1424557056788243,3.0,Leve (-1% a -3%),True
XLV,-1.0495836234932443,1.0,Leve (-1% a -3%),True
XLV,-1.5203754196531416,16.0,Leve (-1% a -3%),True
XLV,-1.1544850090846603,95.0,Leve (-1% a -3%),True
XLV,-1.0434887624096612,39.0,Leve (-1% a -3%),True
XLV,-1.4244439459437652,29.0,Leve (-1% a -3%),True
XLV,-1.7140637083772337,22.0,Leve (-1% a -3%),True
XLV,-1.2259412227377364,20.0,Leve (-1% a -3%),True
XLV,-1.5236050353988007,3.0,Leve (-1% a -3%),True
XLV,-1.1163955329028252,35.0,Leve (-1% a -3%),True
XLV,-1.964784822499055,7.0,Leve (-1% a -3%),True
XLV,-1.0291795882863775,94.0,Leve (-1% a -3%),True
XLV,-1.3195433001459644,92.0,Leve (-1% a -3%),True
XLV,-1.1564827750607298,5.0,Leve (-1% a -3%),True
XLV,-1.554033124640064,64.0,Leve (-1% a -3%),True
XLV,-1.4022915418577586,22.0,Leve (-1% a -3%),True
XLV,-1.0092534277893805,10.0,Leve (-1% a -3%),True
XLV,-1.5650347263122422,35.0,Leve (-1% a -3%),True
XLV,-1.3855388794178691,21.0,Leve (-1% a -3%),True
XLV,-1.0211090173773307,1.0,Leve (-1% a -3%),True
XLV,-1.6083480397224958,8.0,Leve (-1% a -3%),True
XLV,-1.743118473563532,9.0,Leve (-1% a -3%),True
XLV,-2.0428392460744904,7.0,Leve (-1% a -3%),True
XLV,-1.795014740427825,5.0,Leve (-1% a -3%),True
XLV,-1.9883622041114712,631.0,Leve (-1% a -3%),True
XLV,-1.103540659549218,2.0,Leve (-1% a -3%),True
XLV,-1.1048986026736984,224.0,Leve (-1% a -3%),True
XLV,-1.7611858878588738,111.0,Leve (-1% a -3%),True
XLV,-2.572338212170633,28.0,Leve (-1% a -3%),True
XLV,-1.9432059346312314,22.0,Leve (-1% a -3%),True
XLV,-2.5889965401661996,8.0,Leve (-1% a -3%),True
XLV,-2.5812810034230416,8.0,Leve (-1% a -3%),True
XLV,-1.3356128161853276,73.0,Leve (-1% a -3%),True
XLV,-1.436887839048162,56.0,Leve (-1% a -3%),True
XLV,-1.1723498705679902,4.0,Leve (-1% a -3%),True
XLV,-2.2607299453002994,28.0,Leve (-1% a -3%),True
XLV,-1.607322561096658,13.0,Leve (-1% a -3%),True
XLV,-1.4702228636362724,5.0,Leve (-1% a -3%),True
XLV,-1.742756909724974,3.0,Leve (-1% a -3%),True
XLV,-1.2728984034012791,13.0,Leve (-1% a -3%),True
XLV,-2.1121183581765623,3.0,Leve (-1% a -3%),True
XLV,-1.3090303934529146,67.0,Leve (-1% a -3%),True
XLV,-1.3950450676215254,20.0,Leve (-1% a -3%),True
XLV,-2.7875363414891163,17.0,Leve (-1% a -3%),True
XLV,-1.4352275968438133,5.0,Leve (-1% a -3%),True
XLV,-1.1721871321947686,14.0,Leve (-1% a -3%),True
XLV,-1.6589274027477785,13.0,Leve (-1% a -3%),True
XLV,-1.3762181218424208,3.0,Leve (-1% a -3%),True
XLV,-1.2767141448874142,18.0,Leve (-1% a -3%),True
XLV,-2.1154106168732145,10.0,Leve (-1% a -3%),True
XLV,-1.398210122949084,5.0,Leve (-1% a -3%),True
XLV,-1.7014048152573569,6.0,Leve (-1% a -3%),True
XLV,-1.0762214292398653,1.0,Leve (-1% a -3%),True
XLV,-1.2242116147502702,11.0,Leve (-1% a -3%),True
XLV,-1.2806897474020418,4.0,Leve (-1% a -3%),True
XLV,-1.8344043316049774,383.0,Leve (-1% a -3%),True
XLV,-1.4542252361984365,217.0,Leve (-1% a -3%),True
XLV,-1.0234445590675212,98.0,Leve (-1% a -3%),True
XLV,-1.6731866753724067,94.0,Leve (-1% a -3%),True
XLV,-1.4092534851513405,85.0,Leve (-1% a -3%),True
XLV,-1.2955309009112015,43.0,Leve (-1% a -3%),True
XLV,-1.2904179808896687,38.0,Leve (-1% a -3%),True
XLV,-1.6110324692862998,24.0,Leve (-1% a -3%),True
XLV,-1.013060770773977,5.0,Leve (-1% a -3%),True
XLV,-1.2862831803360675,4.0,Leve (-1% a -3%),True
XLV,-1.5109965752041932,5.0,Leve (-1% a -3%),True
XLV,-1.066258477545623,86.0,Leve (-1% a -3%),True
XLV,-1.4220252682970003,5.0,Leve (-1% a -3%),True
XLV,-1.095561446410076,21.0,Leve (-1% a -3%),True
XLV,-1.0223831865571187,8.0,Leve (-1% a -3%),True
XLV,-1.0262218418939262,1.0,Leve (-1% a -3%),True
XLV,-1.164565755748681,7.0,Leve (-1% a -3%),True
XLV,-1.1941912618440575,104.0,Leve (-1% a -3%),True
XLV,-1.033157298349674,98.0,Leve (-1% a -3%),True
XLV,-1.692484160665464,6.0,Leve (-1% a -3%),True
XLV,-2.0675721569556327,7.0,Leve (-1% a -3%),True
XLV,-1.4478591141135033,2.0,Leve (-1% a -3%),True
XLV,-1.5566330429820696,50.0,Leve (-1% a -3%),True
XLV,-1.4441327982437024,40.0,Leve (-1% a -3%),True
XLV,-1.1726217162042585,29.0,Leve (-1% a -3%),True
XLV,-1.4892749773197433,11.0,Leve (-1% a -3%),True
XLV,-1.092055865020336,18.0,Leve (-1% a -3%),True
XLV,-1.2117481512451067,6.0,Leve (-1% a -3%),True
XLV,-2.271830886344861,14.0,Leve (-1% a -3%),True
XLV,-2.6713495337191917,8.0,Leve (-1% a -3%),True
XLV,-1.0168613684755745,1.0,Leve (-1% a -3%),True
XLV,-1.3726582195648929,11.0,Leve (-1% a -3%),True
XLV,-1.0302886157781743,430.0,Leve (-1% a -3%),True
XLV,-1.2214101731955584,393.0,Leve (-1% a -3%),True
XLV,-1.1754941487631676,386.0,Leve (-1% a -3%),True
XLV,-1.3931688162811762,105.0,Leve (-1% a -3%),True
XLV,-1.5732423155186304,13.0,Leve (-1% a -3%),True
XLV,-1.8544340622608124,10.0,Leve (-1% a -3%),True
XLV,-1.117615372489189,53.0,Leve (-1% a -3%),True
XLV,-1.3601786791437753,43.0,Leve (-1% a -3%),True
XLV,-1.191587682002604,23.0,Leve (-1% a -3%),True
XLV,-1.3576573191339092,5.0,Leve (-1% a -3%),True
XLV,-1.2306516390081068,4.0,Leve (-1% a -3%),True
XLV,-1.0320969089224419,7.0,Leve (-1% a -3%),True
XLV,-1.086130542920427,5.0,Leve (-1% a -3%),True
XLV,-1.0785137993159055,246.0,Leve (-1% a -3%),True
XLV,-1.0902725391002566,13.0,Leve (-1% a -3%),True
XLV,-1.2775884948536875,211.0,Leve (-1% a -3%),True
XLV,-1.828640586577568,185.0,Leve (-1% a -3%),True
XLV,-1.1080692979024698,1.0,Leve (-1% a -3%),True
XLV,-2.788995298640007,19.0,Leve (-1% a -3%),True
XLV,-1.016790740689144,9.0,Leve (-1% a -3%),True
XLV,-2.155140001797362,2.0,Leve (-1% a -3%),True
XLV,-2.726562404120325,152.0,Leve (-1% a -3%),True
XLV,-2.758070563712578,106.0,Leve (-1% a -3%),True
XLV,-1.0884263164201768,3.0,Leve (-1% a -3%),True
XLV,-2.350784448681187,2.0,Leve (-1% a -3%),True
XLV,-2.316274534989071,20.0,Leve (-1% a -3%),True
XLV,-1.650573646097131,14.0,Leve (-1% a -3%),True
XLV,-1.7995999210144498,8.0,Leve (-1% a -3%),True
XLV,-1.1396710746060634,6.0,Leve (-1% a -3%),True
XLV,-2.80200349458517,15.0,Leve (-1% a -3%),True
XLV,-1.5018847199098073,7.0,Leve (-1% a -3%),True
XLV,-1.1493478953207292,5.0,Leve (-1% a -3%),True
XLV,-1.4257879338179347,15.0,Leve (-1% a -3%),True
XLV,-1.1523150015017913,18.0,Leve (-1% a -3%),True
XLV,-1.657007305750724,5.0,Leve (-1% a -3%),True
XLV,-1.4425396876889485,10.0,Leve (-1% a -3%),True
XLV,-1.0106600799265286,7.0,Leve (-1% a -3%),True
XLV,-1.4969909680240367,36.0,Leve (-1% a -3%),True
XLV,-1.1940454047077331,3.0,Leve (-1% a -3%),True
XLV,-1.3004426577443828,8.0,Leve (-1% a -3%),True
XLV,-1.6761603214010323,27.0,Leve (-1% a -3%),True
XLV,-1.021254091167012,1.0,Leve (-1% a -3%),True
XLV,-1.0424466302845992,inf,Leve (-1% a -3%),False
XLV,-1.129112662495746,inf,Leve (-1% a -3%),False
XLV,-1.999367627709303,inf,Leve (-1% a -3%),False
XLV,-1.7598945326290694,85.0,Leve (-1% a -3%),True
XLV,-1.670684247434917,21.0,Leve (-1% a -3%),True
XLV,-1.7016679654540345,4.0,Leve (-1% a -3%),True
XLV,-1.3527116103208003,42.0,Leve (-1% a -3%),True
XLV,-1.0175010301390564,30.0,Leve (-1% a -3%),True
XLV,-1.4086520377483924,19.0,Leve (-1% a -3%),True
XLV,-1.0434418115989663,4.0,Leve (-1% a -3%),True
XLV,-1.0905230946012257,3.0,Leve (-1% a -3%),True
XLV,-1.1127651803078065,inf,Leve (-1% a -3%),False
XLV,-1.458085322310232,inf,Leve (-1% a -3%),False
XLC,-2.059814053686193,11.0,Leve (-1% a -3%),True
XLC,-1.2239081673479646,2.0,Leve (-1% a -3%),True
XLC,-1.8974598788499386,31.0,Leve (-1% a -3%),True
XLC,-1.5743053449163713,4.0,Leve (-1% a -3%),True
XLC,-1.3925048032294995,12.0,Leve (-1% a -3%),True
XLC,-1.240349920018713,23.0,Leve (-1% a -3%),True
XLC,-1.297085646396412,15.0,Leve (-1% a -3%),True
XLC,-1.4291580475835342,190.0,Leve (-1% a -3%),True
XLC,-1.8277495415175316,154.0,Leve (-1% a -3%),True
XLC,-2.705068579959824,5.0,Leve (-1% a -3%),True
XLC,-1.5470637912667229,1.0,Leve (-1% a -3%),True
XLC,-1.0149012426872162,5.0,Leve (-1% a -3%),True
XLC,-2.0509768851214805,87.0,Leve (-1% a -3%),True
XLC,-1.4987868303036445,80.0,Leve (-1% a -3%),True
XLC,-1.3097487300743338,6.0,Leve (-1% a -3%),True
XLC,-1.3115475624926098,3.0,Leve (-1% a -3%),True
XLC,-2.9503238014866984,45.0,Leve (-1% a -3%),True
XLC,-1.898732944545467,5.0,Leve (-1% a -3%),True
XLC,-1.9490816129531185,22.0,Leve (-1% a -3%),True
XLC,-2.1420336805631046,16.0,Leve (-1% a -3%),True
XLC,-1.7606412015578776,15.0,Leve (-1% a -3%),True
XLC,-2.1100250536967624,2.0,Leve (-1% a -3%),True
XLC,-1.673468274388723,1.0,Leve (-1% a -3%),True
XLC,-2.0680239839854564,9.0,Leve (-1% a -3%),True
XLC,-1.176197860329864,1.0,Leve (-1% a -3%),True
XLC,-2.2383402668474495,33.0,Leve (-1% a -3%),True
XLC,-1.0278003416432258,1.0,Leve (-1% a -3%),True
XLC,-1.6128990880040828,12.0,Leve (-1% a -3%),True
XLC,-2.2452127269955047,73.0,Leve (-1% a -3%),True
XLC,-1.619664018165623,56.0,Leve (-1% a -3%),True
XLC,-1.6530570587083626,30.0,Leve (-1% a -3%),True
XLC,-1.3971898005287198,25.0,Leve (-1% a -3%),True
XLC,-1.5471718147163083,13.0,Leve (-1% a -3%),True
XLC,-1.8578388718827665,6.0,Leve (-1% a -3%),True
XLC,-1.2937945608260448,5.0,Leve (-1% a -3%),True
XLC,-1.115990284938606,27.0,Leve (-1% a -3%),True
XLC,-1.0681349387408723,1.0,Leve (-1% a -3%),True
XLC,-2.741094108970943,6.0,Leve (-1% a -3%),True
XLC,-1.504638111615697,22.0,Leve (-1% a -3%),True
XLC,-1.1238068725413664,18.0,Leve (-1% a -3%),True
XLC,-1.0097083204340662,10.0,Leve (-1% a -3%),True
XLC,-1.509574842320216,2.0,Leve (-1% a -3%),True
XLC,-1.619095503173107,3.0,Leve (-1% a -3%),True
XLC,-1.159386686295294,14.0,Leve (-1% a -3%),True
XLC,-1.128714104472861,4.0,Leve (-1% a -3%),True
XLC,-1.0353066080446949,3.0,Leve (-1% a -3%),True
XLC,-1.2063069922478076,19.0,Leve (-1% a -3%),True
XLC,-1.562227443973041,10.0,Leve (-1% a -3%),True
XLC,-1.0115483640153355,7.0,Leve (-1% a -3%),True
XLC,-1.6240961306048018,4.0,Leve (-1% a -3%),True
XLC,-1.024674991721164,141.0,Leve (-1% a -3%),True
XLC,-1.5265702765142608,139.0,Leve (-1% a -3%),True
XLC,-2.6733220342479824,92.0,Leve (-1% a -3%),True
XLC,-1.7356974969260142,62.0,Leve (-1% a -3%),True
XLC,-1.542056935524927,1.0,Leve (-1% a -3%),True
XLC,-2.022366779623952,3.0,Leve (-1% a -3%),True
