Date,Close,High,Low,Open,Volume
2015-01-02,39.6817512512207,40.241844294654165,39.495055728243784,39.59688994416314,27913900
2015-01-05,39.316829681396484,39.65627801426781,39.248938072472164,39.35077224860855,39673900
2015-01-06,38.739768981933594,39.673256065034195,38.64641962617343,39.359265426136794,36447900
2015-01-07,39.23197555541992,39.427159126869654,38.60399419288615,39.01981907724617,29114100
2015-01-08,40.38610076904297,40.52188076357751,39.64779725108958,39.67325498842405,29645200
2015-01-09,40.04666519165039,40.58130055040019,39.80056607867186,40.40308984323416,23944200
2015-01-12,39.545963287353516,40.343673657634284,39.34229489635681,40.24183622488522,23651900
2015-01-13,39.34228515625,40.65765424972645,39.08769811190776,39.85994731418749,35270600
2015-01-14,39.00284194946289,39.24045938063213,38.71430904088285,39.00284194946289,29719600
2015-01-15,38.59550094604492,39.35926545996587,38.53609739910112,39.223485461629984,32750800
2015-01-16,39.240455627441406,39.2743981967186,38.3324231077078,38.45123343055399,35695300
2015-01-20,39.36774444580078,39.5883889336032,38.671871653039375,39.291368005753796,36161900
2015-01-21,38.96889114379883,39.15558983637153,38.59549699590361,38.98586404651,39081100
2015-01-22,39.9957275390625,40.004212371119095,39.10467125962379,39.35925830557058,35898000
2015-01-23,40.03815841674805,40.21636902626697,39.71567976339242,40.190911292692824,26211600
2015-01-26,39.893890380859375,39.99572778967614,39.24045147915981,39.88540554874962,42525500
2015-01-27,36.202369689941406,36.66062831269697,35.73562623517181,36.44847190259716,169164000
2015-01-28,34.95491027832031,36.31271407330484,34.92945252950404,36.27028341286042,84507100
2015-01-29,35.6507682800293,35.74411763558724,34.615447009819725,34.73425410334783,63585300
2015-01-30,34.28448486328125,35.285863602723914,34.24205098193571,35.260402626466465,78004900
2015-02-02,35.03127670288086,35.107653164650266,34.14022014040515,34.44572598748275,50352500
2015-02-03,35.302833557128906,35.58288163747965,34.836089993795,35.32829453359303,52082400
2015-02-04,35.50649642944336,35.82048700558946,35.099156516193034,35.59135769740181,41614800
2015-02-05,36.0241584777832,36.185396181342945,35.52346922886102,35.82897497223725,36548200
2015-02-06,35.99021911621094,36.31269781828752,35.769577838316714,36.21934846474558,34616600
2015-02-09,35.94778823852539,36.27026693848277,35.8204930777592,35.845954052262684,31381100
2015-02-10,36.15145492553711,36.29572298349584,35.795033671610106,36.270265247429705,29670700
