Date,Close,High,Low,Open,Volume
2015-01-02,46.274314880371094,46.62235148421659,45.963300261721244,46.04475653862506,12600000
2015-01-05,44.837711334228516,46.11878847808523,44.600749251249866,45.95587881154419,20100600
2015-01-06,43.67513656616211,44.9858353168401,43.20861600155856,44.90437903137463,29074100
2015-01-07,43.741790771484375,44.34900687558103,43.44558655371454,44.34900687558103,23843200
2015-01-08,44.719242095947266,45.09690245743172,44.40823033925333,44.40823033925333,16971100
2015-01-09,43.94171142578125,45.01544777442313,43.90468661889257,44.96361247981664,15396200
2015-01-12,43.56405258178711,43.98614158236601,43.14936741244134,43.89727865869874,15455200
2015-01-13,43.57146072387695,44.2082976157748,43.223421300441636,43.882472513048334,21644700
2015-01-14,42.06822204589844,43.57145100798245,40.92784009027064,43.57145100798245,49602300
2015-01-15,40.72050857543945,41.920129931767725,40.357658658346246,41.2684825423003,42458100
2015-01-16,41.41658401489258,41.46841931304894,40.46132867776213,40.47613916649422,29368900
2015-01-20,41.25366973876953,41.7572150353589,41.038921898351056,41.49803855541368,23477700
2015-01-21,41.38695526123047,41.779423252048325,40.86859955224887,41.06113304477898,21842400
2015-01-22,42.64582061767578,42.7494912000983,41.438792783446154,41.7498073555252,31423500
2015-01-23,41.97196578979492,42.85316870760033,41.957155300653824,42.74209427626007,15458300
2015-01-26,42.03860855102539,42.20152109503299,41.61651952774369,41.77202541530816,12577700
2015-01-27,41.616519927978516,41.920127874395945,41.2906948368298,41.50544267875749,15220500
2015-01-28,40.54277801513672,41.971957447865265,40.54277801513672,41.92752598927274,24354400
2015-01-29,41.22406768798828,41.38698030720882,40.49096655112198,40.92786626418456,20393300
2015-01-30,40.268802642822266,41.09817033429669,40.26139598519151,40.72051271468269,26943700
2015-02-02,41.075950622558594,41.20924219430434,40.18734108585758,40.37987178681708,20308900
2015-02-03,42.001590728759766,42.04601937556063,41.37215759256254,41.40177857363794,18812500
2015-02-04,41.74981689453125,42.26076609241748,41.67576444387314,41.70538542413639,14934100
2015-02-05,42.03860855102539,42.23854590281332,41.80905022308849,42.1052543349547,11293900
2015-02-06,42.86796951293945,43.48999579229093,42.60879307354772,42.76429893718276,25214000
2015-02-09,42.81614685058594,43.02348806323961,42.379247277628444,42.51994269695598,14372400
2015-02-10,43.290069580078125,43.475196462810054,42.986461605390254,43.26044860088613,16367300
2015-02-11,43.22343063354492,43.43817852947325,42.830962483947474,42.993875070487924,13061900
2015-02-12,44.112030029296875,44.215700623755374,43.35671206634115,43.638105697594106,23211300
2015-02-13,44.186073303222656,44.59335461556925,43.94170734062613,44.03056743386019,16479100
2015-02-17,44.50448989868164,44.53411087016621,43.9268950787891,43.95651605027367,15308800
2015-02-18,43.96392822265625,44.50449834316898,43.77880135296784,44.50449834316898,14278100
2015-02-19,43.860260009765625,44.04538688950876,43.54184155062248,43.80102087715007,11256500
2015-02-20,44.28233337402344,44.34897914010131,43.20859728712931,43.660307165566984,15379000
2015-02-23,43.949127197265625,44.08241879812668,43.541848561217925,44.06020447292066,16814000
2015-02-24,45.037662506103516,45.356080932923675,44.489688579583984,44.61557348912084,22937700
2015-02-25,45.27463150024414,45.37089827342556,44.98583400551203,44.993237838151146,18307900
2015-02-26,45.60044860839844,45.68930870849208,45.10430716451802,45.19316726461166,15444800
2015-02-27,45.3782844543457,45.8522086536374,45.267210059092925,45.267210059092925,15225900
2015-03-02,45.74115753173828,45.785589007333,45.19318063198668,45.37830754307928,13047300
2015-03-03,45.88924789428711,45.90405838236581,45.54120848646703,45.652285734651414,13706900
2015-03-04,46.00773620605469,46.037354362056,45.43013837943985,45.64488625311957,16625500
2015-03-05,45.911468505859375,46.08178490488753,45.61526435331607,46.05957058213103,10931300
2015-03-06,45.08949661254883,46.55570097364939,45.022850831371,46.02994138036411,22719200
2015-03-09,45.54121017456055,45.637476938234585,45.02285437183895,45.05247534909432,13001500
2015-03-10,44.40081787109375,45.17834998585967,44.40081787109375,44.993223157352965,16357700
2015-03-11,44.60816955566406,44.91177749393697,44.400825551001105,44.526713285062016,13015600
2015-03-12,45.44493865966797,45.50418060798504,44.9117752488722,44.9117752488722,18159600
2015-03-13,45.170955657958984,45.807792533959116,44.74886662615644,45.46715977580475,16506200
2015-03-16,45.800392150878906,45.85222745488029,45.356088738063576,45.541215630871996,15182900
2015-03-17,45.6226692199707,45.65969403138226,45.111717218130266,45.42273184857384,11718300
2015-03-18,45.7263298034668,45.94848144807601,45.23759505540196,45.45974670001117,15697900
2015-03-19,45.31906509399414,45.65229407461124,44.993239946363076,45.59305211147385,11523800
2015-03-20,45.7263298034668,45.98550625137565,45.28202651424837,45.407911410429406,18368300
2015-03-23,45.27463150024414,45.97071041043142,45.25982101015376,45.72634156115832,15112900
2015-03-24,44.77107620239258,45.34867388850872,44.76367237139626,45.148736553869846,12128700
2015-03-25,44.141666412353516,44.90438847333868,44.12685591871723,44.82293217074554,14950900
2015-03-26,44.08980941772461,44.27493625993056,43.593668011710704,44.030567472309215,14039600
2015-03-27,44.09722137451172,44.26753776174888,43.68994281156965,44.05279273207452,11755800
2015-03-30,45.14133071899414,45.51158442139694,44.88215425723681,45.08209159551171,20656500
2015-03-31,44.85994338989258,45.12652370328762,44.74145948419017,44.96361398257039,17346700
2015-04-01,44.68849563598633,45.1506610940221,44.5245002487272,45.03139249699391,18100600
2015-04-02,45.113399505615234,45.247577060425314,44.72577577434036,44.777955618590035,12697800
2015-04-06,45.07612609863281,45.2848454640746,44.464874091049225,44.666137568532044,12025200
2015-04-07,45.35939025878906,45.843920638747726,45.35939025878906,45.5830214148243,11505500
2015-04-08,45.508460998535156,45.88863155735351,45.42646331551208,45.51591688440305,11734000
2015-04-09,45.82155990600586,45.903557619635706,45.34448540152861,45.67247341245963,11728500
2015-04-10,45.99299240112305,46.05262527167306,45.620277718526566,45.732090417153096,9869700
2015-04-13,46.26881790161133,46.41790439953507,45.84392323086115,45.94828292633124,15468700
2015-04-14,46.99186706542969,47.416761568880084,46.768238828390636,46.93223135230604,33775400
2015-04-15,47.8640251159668,48.065294255707585,46.96950919203802,47.021691870526055,28732200
2015-04-16,47.565853118896484,47.908747131851044,47.45403756656909,47.767119406933226,16640500
2015-04-17,46.84279251098633,47.26023407800164,46.58189330884428,47.14841850931902,20221200
2015-04-20,47.14094924926758,47.34966853918476,47.066404614592116,47.126040322332486,12755300
2015-04-21,46.447715759277344,47.40931770678316,46.31353821430666,47.20805423291518,14985100
2015-04-22,46.917335510253906,47.073877879072775,46.23899472399917,46.70116309885395,14484700
2015-04-23,46.812965393066406,47.11859133098424,46.66387894548973,46.80551235030194,12851300
